Date,Tickers
2024-11-12,"['HD', 'SE', 'SU', 'OXY', 'ALC', 'RKT', 'VOD', 'NTRA', 'BGNE', 'TME', 'ONON', 'JHX', 'CAVA', 'RKLB', 'FOUR', 'RGEN', 'MOS', 'LNW', 'MARA', 'CAE', 'SATS', 'NUVL', 'LEGN', 'CRNX', 'BBIO', 'INGM', 'SOUN', 'PHI', 'ESGR', 'AXSM', 'AHR', 'BHVN', 'PAY', 'ICUI', 'SRRK', 'ALIT', 'IGT', 'SLVM', 'FA', 'CAMT', 'LIF', 'XENE', 'OUT', 'PTVE', 'SWTX', 'DYN', 'WULF', 'APGE', 'STNE', 'ZLAB', 'SGRY', 'SDRL', 'SID', 'NATL', 'SHO', 'WVE', 'RUM', 'PLUG', 'CNTA', 'EVCM', 'IBRX', 'FIHL', 'MIRM', 'RGTI', 'BLTE', 'IRON', 'EVGO', 'BKV', 'GENI', 'PRM', 'DAVA', 'PRDO', 'ORLA', 'IAS', 'THS', 'NMRA', 'TWFG', 'NWN', 'SILV', 'MAG', 'SDGR', 'MTTR', 'MNR', 'DAC', 'GRDN', 'VRDN', 'NVAX', 'SILA', 'DSP', 'PGNY', 'CNNE', 'TIGR', 'BLFS', 'DAVE', 'IHS', 'BCAX', 'CBLL', 'COGT', 'SKYH', 'NYAX', 'AVDL', 'FNA', 'TH', 'MLR', 'PUBM', 'ERAS', 'RPAY', 'AUTL', 'CRON', 'SHLS', 'PRTA', 'CRGX', 'CCAP', 'CVAC', 'PGY', 'HNST', 'HUYA', 'GRAL', 'ARMN', 'AMPS', 'ORIC', 'AMBC', 'LEGH', 'ALT', 'MNTK', 'SVRA', 'PROK', 'MREO', 'RXT', 'SIBN', 'TERN', 'DNA', 'SLSR', 'KODK', 'HNRG', 'CRVS', 'ABSI', 'GRPN', 'EAF', 'TBPH', 'OABI', 'ORGO', 'OLMA', 'BOC', 'ZVRA', 'GRVY', 'KRRO', 'CTV', 'SOHU', 'QTRX', 'ACTG', 'AURA', 'SGMO', 'PRME', 'RWAY', 'MVST', 'APEI', 'ZBIO', 'VYGR', 'NFGC', 'BLDE', 'NPCE', 'LXRX', 'SMTI', 'ETON', 'ITOS', 'NRGV', 'ARTV', 'ELDN', 'QSI', 'GENK', 'TLS', 'HRTX', 'PLL', 'ALTG', 'ZNTL', 'PANL', 'FATE', 'ODV', 'SRG', 'BTMD', 'SVCO', 'CATX', 'IAUX', 'RMBL', 'CMPX', 'MAPS', 'HFFG', 'CLYM', 'OBIO', 'EARN', 'CKPT', 'TSVT', 'KINS', 'SKIN', 'RAIL', 'BWAY', 'MRCC', 'BW', 'PSQH', 'TCRX', 'BZFD', 'KOPN', 'SSTI', 'KGEI', 'SLND', 'INSG', 'UAMY', 'ASM', 'ATOS', 'AMTX', 'TELO', 'MHLD', 'CGEN', 'PLBY', 'OPRT', 'LFT', 'ABOS', 'LGO', 'TARA', 'MIST', 'SIEB', 'BEEP', 'ACNT', 'FRD', 'NOTE', 'GRWG', 'THCH', 'SKYX', 'DERM', 'SNCR', 'SND', 'VERI', 'PYXS', 'AIRG', 'AE', 'SHIM', 'RBOT', 'XGN', 'CHMI', 'YTRA', 'NSPR', 'ONDS', 'CBAT', 'VTSI', 'PIII', 'LATG', 'MASS', 'OVID', 'AGEN', 'CLSD', 'WPRT', 'AVTE', 'OPTN', 'HYPR', 'MPU', 'ATRA', 'SNT', 'ONCY', 'RMTI', 'WFCF', 'CCLD', 'IMMX', 'FURY', 'MDBH', 'ALVR', 'HOUR', 'GROV', 'UONE', 'IOBT', 'XTNT', 'VTVT', 'MAIA', 'BATL', 'OMIC', 'UONEK', 'KZR', 'DYAI', 'MSAI', 'USEG', 'CRWS', 'SER', 'DWSN', 'FTCI', 'BODI', 'JRSH', 'AP', 'TLF', 'HSON', 'OCX', 'RAPT', 'IRD', 'TNXP', 'SCOR', 'TPST', 'SURG', 'CLDI', 'STIM', 'SYPR', 'CENN', 'FGEN', 'TPCS', 'XBP', 'AAME', 'IGC', 'CXAI', 'FENG', 'LGVN', 'KALA', 'IRIX', 'FEMY', 'DALN', 'IBO', 'NRXS', 'INAB', 'GOVX', 'MTEX', 'PZG', 'SDOT', 'LSTA', 'NYC', 'SOHO', 'BOLT', 'SHFS', 'MIRA', 'PALT', 'SYBX', 'MDRR', 'ERNA', 'LFWD', 'WVVI', 'CRVO', 'PMD', 'MRNS', 'CVR', 'LUCY', 'BHIL', 'ACXP', 'TXMD', 'LYRA', 'MCVT', 'LIDR', 'TSBX', 'CWD', 'BRTX', 'EYEN', 'INDP', 'CSCI', 'ENSC', 'LCFY', 'RKDA', 'EFOI', 'ULY', 'SMTK', 'VINC', 'VRME', 'KITT', 'XBIO', 'POAI', 'ALBT', 'BTTR', 'LIXT', 'SINT', 'SILO', 'INTZ', 'SNPX', 'AZTR', 'ARTL', 'XXII', 'LGMK', 'TOVX', 'DRCT', 'PRSO', 'NVVE', 'WATT', 'SNES', 'VLCN', 'CYCC', 'AREB', 'HSDT', 'PALI']"
2024-11-13,"['CSCO', 'NU', 'EC', 'SARO', 'BRFS', 'QXO', 'CIG.C', 'CIG', 'TSEM', 'HBM', 'ALVO', 'IFS', 'DLO', 'CSAN', 'HUT', 'IBTA', 'NN', 'PAGS', 'TARS', 'GPCR', 'ENLT', 'ARCO', 'AFYA', 'DOLE', 'HROW', 'KBDC', 'SPRY', 'PSFE', 'ELVN', 'AGRO', 'PHVS', 'BITF', 'LQDA', 'IMNM', 'GYRE', 'PPTA', 'RSKD', 'ORKA', 'SSYS', 'CAPR', 'ATEX', 'SBC', 'ATXS', 'FVR', 'OMER', 'TSHA', 'AIRJ', 'MGTX', 'ALMS', 'SNDA', 'CRNT', 'SPMC', 'SB', 'DADA', 'GILT', 'KMDA', 'SLRN', 'MRSN', 'LPA', 'FDMT', 'CDZI', 'SDST', 'KULR', 'ATAI', 'LWLG', 'DMAC', 'ACRV', 'FULC', 'DC', 'XBIT', 'STRS', 'AFCG', 'CYBN', 'KYTX', 'STRO', 'MPTI', 'PESI', 'BETR', 'KRMD', 'AZ', 'CSTE', 'SCPH', 'RDZN', 'ITRG', 'ADAP', 'ACTU', 'MCRB', 'SGMT', 'TIL', 'MGX', 'VXRT', 'SCWO', 'CAAS', 'XFOR', 'USGO', 'CSLR', 'LPTX', 'VGAS', 'GALT', 'INVZ', 'PDYN', 'DTI', 'BTM', 'MNOV', 'ECOR', 'OPRX', 'QNCX', 'SDIG', 'OWLT', 'UNCY', 'ESP', 'ARMP', 'VANI', 'IMRX', 'GWH', 'FORA', 'NB', 'SLS', 'BTCS', 'MURA', 'KRON', 'CDIO', 'IDN', 'INLX', 'ELTX', 'NSTS', 'ICAD', 'SPRU', 'WYY', 'CVU', 'SNAL', 'PASG', 'ANTX', 'PRT', 'LVLU', 'TCBS', 'LUCD', 'ICCC', 'CLNN', 'OMCC', 'BWEN', 'PBBK', 'CALC', 'AEON', 'ANEB', 'INTS', 'GIFT', 'RNXT', 'LGL', 'CREX', 'NTWK', 'INTG', 'GRYP', 'FEAM', 'NXGL', 'WKSP', 'XOS', 'SOWG', 'ALUR', 'DTCK', 'NAII', 'EQ', 'BNGO', 'CVV', 'OXBR', 'DRRX', 'FLGC', 'AMS', 'PIRS', 'WHLM', 'EZFL', 'TENX', 'CGTX', 'COCP', 'PYPD', 'SONM', 'MBOT', 'VHC', 'TOI', 'CTM', 'DTSS', 'PRPH', 'JAGX', 'ELSE', 'HYZN', 'SMSI', 'CNFR', 'GOEV', 'ZONE', 'SSKN', 'TLPH', 'PET', 'QTI', 'SRM', 'CTNT', 'BTBD', 'BCDA', 'LMFA', 'AYTU', 'ICU', 'BFRI', 'GNPX', 'OMEX', 'GRNQ', 'COEP', 'ADIL', 'DSS', 'VIRX', 'OTRK', 'HOFV', 'TNON', 'GBR', 'IVP', 'AEMD', 'OGEN', 'BOXL', 'CHRO', 'NXU', 'CPHI', 'PTPI', 'KTTA', 'EDBL', 'SNAX', 'MTNB', 'VTAK', 'ENTO', 'SHPH', 'DRMA', 'VERO']"
2024-11-14,"['AMAT', 'NTES', 'JD', 'NICE', 'TLN', 'GLOB', 'BILI', 'WF', 'DDS', 'ZK', 'ASTS', 'NOMD', 'AAP', 'VEON', 'AY', 'OKLO', 'SOC', 'LUNR', 'OCUL', 'DESP', 'SA', 'SPH', 'EFXT', 'CBRL', 'SKE', 'QBTS', 'DAO', 'CINT', 'DMRC', 'INV', 'EU', 'HYLN', 'ANNX', 'GFR', 'CELC', 'KOD', 'GAMB', 'ILLR', 'GHRS', 'TRAK', 'MLP', 'CWCO', 'GDEV', 'LWAY', 'EWCZ', 'BKKT', 'NGS', 'POET', 'PNRG', 'SLN', 'SNFCA', 'BNTC', 'RENB', 'TMC', 'ABEO', 'SMID', 'AZUL', 'MTA', 'CADL', 'HURA', 'EP', 'VUZI', 'TSAT', 'PGEN', 'INBX', 'IKT', 'SWKH', 'GLSI', 'ORGN', 'CTGO', 'CABA', 'NMG', 'FTLF', 'SRTS', 'ELUT', 'BRLS', 'XNET', 'LCTX', 'PLX', 'BKTI', 'AKYA', 'RSSS', 'GCTS', 'TLSI', 'CRDL', 'ZTEK', 'RANI', 'OCFT', 'INO', 'LGCY', 'AISP', 'AREC', 'RVPH', 'SOL', 'BRAG', 'MGRM', 'GNLX', 'REKR', 'LASE', 'AREN', 'WRAP', 'PDSB', 'BLUE', 'UMAC', 'PED', 'IVVD', 'CUE', 'FDSB', 'MODD', 'MLSS', 'SUUN', 'PPSI', 'SACH', 'STTK', 'NIXX', 'SPRO', 'VNRX', 'KSCP', 'BMTX', 'FBIO', 'CLIR', 'DHAI', 'FLNT', 'AGFY', 'CNVS', 'ITRM', 'OMGA', 'SRFM', 'SHOT', 'FKWL', 'IPWR', 'ESLA', 'XCUR', 'BCG', 'OPTX', 'SPAI', 'FSI', 'GANX', 'JG', 'ALRN', 'COCH', 'BEEM', 'MOVE', 'IZEA', 'ACHL', 'HHS', 'BTCT', 'ATNM', 'FPAY', 'AGAE', 'AFMD', 'FBRX', 'MRKR', 'RDI', 'HTCR', 'ADGM', 'CMMB', 'POCI', 'NXPL', 'GAME', 'DTST', 'DARE', 'FGF', 'IXHL', 'BNAI', 'GTEC', 'IPW', 'ANY', 'VRAR', 'SLNH', 'HOOK', 'GP', 'INKT', 'AIFF', 'SNTI', 'GDC', 'BSGM', 'AMPG', 'MIGI', 'DPRO', 'DFLI', 'PMNT', 'EVTV', 'VVOS', 'KAPA', 'NNVC', 'TOON', 'LIQT', 'RVP', 'BTAI', 'PTN', 'HCWB', 'CYTH', 'HUSA', 'COSM', 'TAIT', 'AIEV', 'AIRI', 'AQMS', 'TRAW', 'BIAF', 'BOF', 'CARA', 'GXAI', 'NRXP', 'DLPN', 'AWH', 'AKTS', 'PHGE', 'RVYL', 'LOCL', 'APCX', 'AMST', 'SNSE', 'VCNX', 'BNZI', 'ZCAR', 'CDT', 'AEI', 'MNTS', 'TTOO', 'CYCN', 'XTIA', 'BCLI', 'VISL', 'CARV', 'IPDN', 'PAVM', 'MSN', 'BLBX', 'GRI', 'LQR', 'PSTV', 'IMCC', 'SLE', 'POLA', 'ASNS', 'CEAD', 'XWEL', 'VEEE', 'SPCB', 'MGOL', 'MITQ', 'ELAB', 'NMHI', 'ABVC', 'MGRX', 'GTBP', 'TRUG', 'ATPC', 'SGLY', 'SIDU', 'SLXN', 'DATS', 'AYRO', 'VS', 'SXTP', 'HCTI', 'ALLR', 'CTCX', 'BURU', 'IVDA', 'ATNF', 'PIK', 'EAST', 'OCTO', 'RNAZ', 'XPON', 'HEPA', 'ASST', 'BENF', 'BKYI', 'MSGM', 'SOBR', 'INM', 'STSS', 'JTAI', 'LIPO', 'ATXG', 'ENVB', 'ATXI', 'ASTI', 'PTIX', 'RSLS', 'NVFY', 'TNFA', 'TCRT', 'WORX', 'GCTK', 'DBGI', 'SYTA', 'BBLG', 'QLGN', 'PHIO', 'TRNR', 'ZVSA', 'SPGC', 'BSFC', 'BIOR', 'NITO', 'TGL', 'SLRX', 'NAOV', 'CRKN', 'TIVC', 'MYSZ', 'VRPX', 'SCPX', 'ACON']"
2024-11-15,"['SPB', 'RLX', 'AVAL', 'PCT', 'SGML', 'NEXN', 'NAK', 'BTOC', 'MAMO', 'ACOG', 'OSTX', 'SMXT', 'ABAT', 'DGHI', 'CASI', 'WWR', 'KNW', 'VSEE', 'ELBM', 'PLAG', 'SKYQ', 'NXTT', 'GWAV', 'SLGL', 'CLRO', 'AIM', 'WISA', 'PPBT', 'GIPR', 'SBEV', 'IDAI', 'TRIB', 'ONFO', 'EONR', 'CNSP', 'BGLC', 'XRTX', 'OLB', 'SOPA', 'BPTH', 'SBET', 'ATCH', 'NDRA', 'ITP', 'GNLN']"
2024-11-18,"['TCOM', 'ADM', 'BRC', 'BTDR', 'FINV', 'TUYA', 'EH', 'IMTX', 'BTBT', 'MGIC', 'NGNE', 'TATT', 'NIU', 'ZENV', 'KNDI', 'GORV', 'ZEPP', 'CISO', 'CLRB', 'SOAR', 'CISS', 'ADTX']"
2024-11-19,"['WMT', 'LOW', 'MDT', 'VIK', 'ZTO', 'XPEV', 'FUTU', 'ESLT', 'VIPS', 'XP', 'QFIN', 'GDS', 'ATAT', 'RNW', 'WB', 'KC', 'LZB', 'NESR', 'MYTE', 'AUNA', 'ASPI', 'DRTS', 'ALLT', 'ELTK', 'STI', 'VIVK', 'WKHS', 'FOXX', 'DUOT', 'EDRY', 'AERT', 'CETY', 'UAVS', 'AKTX', 'KORE', 'DNMR', 'CERO', 'PNBK', 'KLTO', 'STRR', 'FOXO', 'NCL', 'GPUS', 'LDWY', 'FTFT', 'YOSH', 'UUU', 'REBN', 'EFSH', 'ICCT', 'CNET', 'AGRI', 'ALCE', 'NAYA', 'RHE', 'AUMN', 'RIME']"
2024-11-20,"['NVDA', 'TJX', 'PANW', 'TGT', 'SNOW', 'WSM', 'WIX', 'YMM', 'SQM', 'NIO', 'GLBE', 'DY', 'BBAR', 'CAAP', 'KLC', 'ZIM', 'SEPN', 'VNET', 'JACK', 'CAN', 'RERE', 'NNDM', 'YSG', 'YRD', 'CLCO', 'DOYU', 'JFIN', 'ICG', 'ESEA', 'WILC', 'VEEA', 'SY', 'ARBK', 'NAAS', 'HRYU', 'LRHC', 'LUXH', 'TFFP']"
2024-11-21,"['INTU', 'PDD', 'DE', 'CPRT', 'ROST', 'BIDU', 'NTAP', 'BEKE', 'BJ', 'ESTC', 'GAP', 'ROAD', 'LOT', 'IQ', 'FORTY', 'SCVL', 'ITRN', 'NNOX', 'LGTY', 'GHG', 'BZUN', 'WAVE', 'CATO', 'YJ', 'EVGN']"
2024-11-22,"['BKE', 'GB', 'ZKH', 'QD', 'TDTH', 'DLNG', 'DXLG', 'STG', 'LGCL', 'PXS', 'ARBB', 'ADXN', 'SCNI']"
2024-11-25,"['A', 'ZM', 'BBWI', 'SMTC', 'TBBB', 'HDL', 'HSAI', 'SUPV', 'LX', 'UXIN', 'API', 'NIPG', 'DSX', 'GASS', 'BHST', 'CRGO', 'ALAR', 'SJ', 'BLRX', 'NCNA']"
2024-11-26,"['ADI', 'CRWD', 'DELL', 'WDAY', 'ADSK', 'HPQ', 'BBY', 'BURL', 'DKS', 'NTNX', 'SJM', 'HTHT', 'VFS', 'KT', 'ANF', 'URBN', 'JWN', 'AMBA', 'MANU', 'IREN', 'YY', 'CDLR', 'PD', 'KSS', 'AMWD', 'GES', 'NOAH', 'TEN', 'DDD', 'XYF', 'TITN', 'ZH', 'MDWD', 'YXT', 'CCG', 'UCL', 'ICCM', 'PNST', 'USEA', 'SANW', 'PRTG']"
2024-11-27,"['BMA', 'FRO', 'HAFN', 'GOGL', 'FLX', 'CDRO', 'QSG', 'ARBE', 'YI', 'ICLK', 'PRE', 'CLGN', 'BOSC', 'WINT', 'SGBX']"
2024-11-28,[]
2024-11-29,"['MNSO', 'NAT', 'ENLV', 'GLBS', 'FRSX']"
2024-12-02,"['ZS', 'CRDO', 'CLSK', 'IMPP']"
2024-12-03,"['CRM', 'MRVL', 'BNS', 'PSTG', 'OKTA', 'CPB', 'CNM', 'DSGX', 'DCI', 'BOX', 'BASE', 'REX', 'VLGEA', 'CURV', 'CTRN', 'PLCE']"
2024-12-04,"['RY', 'SNPS', 'HRL', 'DLTR', 'CHWY', 'S', 'PVH', 'FIVE', 'THO', 'AVAV', 'NCNO', 'AEO', 'GEF.B', 'GEF', 'CXM', 'FL', 'VRNT', 'IDT', 'DAKT', 'SCWX', 'GOTU', 'CHPT', 'OOMA', 'KNOP', 'CULP', 'ROLR', 'NTRB']"
2024-12-05,"['TD', 'BMO', 'CM', 'LULU', 'KR', 'VEEV', 'HPE', 'IOT', 'BF.B', 'BF.A', 'ULTA', 'COO', 'DOCU', 'DG', 'GWRE', 'GTLB', 'PATH', 'SMAR', 'HCP', 'ASAN', 'SAIC', 'FIZZ', 'VSCO', 'SIG', 'KFY', 'GMS', 'PDCO', 'WLY', 'WLYB', 'AGX', 'NAPA', 'WOOF', 'HOV', 'CAL', 'CSIQ', 'BBW', 'SWBI', 'MOV', 'LE', 'CRMT', 'MEI', 'ZUMZ', 'DOMO', 'AOUT', 'HOFT', 'LAKE', 'TOUR', 'DLTH', 'TLYS', 'MAXN']"
2024-12-06,"['DOOO', 'GCO', 'KIRK']"
2024-12-09,"['ORCL', 'MDB', 'CASY', 'TOL', 'HQY', 'MTN', 'AI', 'BRZE', 'ZUO', 'PHR', 'MOMO', 'PL', 'YEXT', 'ODC', 'VBNK', 'BNED', 'VIRC', 'GNSS', 'SATX', 'RENT']"
2024-12-10,"['NGG', 'AZO', 'FERG', 'GME', 'OLLI', 'ASO', 'UNFI', 'GIII', 'PLAY', 'HEPS', 'SFIX', 'CDMO', 'DBI', 'FEIM', 'SKIL', 'SPWH', 'MIND', 'MNY', 'LVTX', 'LITB', 'HUIZ', 'VNCE', 'IPA']"
2024-12-11,"['ADBE', 'NDSN', 'BZ', 'M', 'PLAB', 'REVG', 'OXM', 'CGNT', 'WDH', 'JILL', 'VRA', 'KEQU', 'CSBR', 'YQ']"
2024-12-12,"['AVGO', 'COST', 'CIEN', 'RH', 'NX', 'LOVE', 'ALOT', 'NTZ', 'LIVE']"
2024-12-13,"['ILAG', 'HUBC']"
2024-12-16,"['LEN.B', 'HEI.A', 'MITK', 'MAMA', 'ESOA', 'QIPT', 'MESA', 'ZDGE', 'OPTT', 'STRM']"
2024-12-17,"['GEV', 'RTO', 'SOLV', 'KEP', 'AMTM', 'EDN', 'WOR', 'EVRI', 'PGRU', 'SHCO', 'NNE', 'VALU', 'DRUG', 'PROC', 'LXEO', 'DSY', 'REE', 'EM', 'EUDA', 'CSPI', 'NBTX', 'AILE', 'AZI', 'CMTL', 'EHGO', 'RECT', 'MAYS', 'ORKT', 'CTOR', 'EPIX', 'BNR', 'BMR', 'MDIA', 'JUNE', 'MGLD', 'AIXI', 'RDIB', 'SGRP', 'BTCM', 'MATH', 'CDTG', 'PGHL', 'PMN', 'BGI', 'RAY', 'EMKR', 'OCG', 'PWM', 'OCEA', 'XTLB', 'WETH', 'CNTM', 'JZ', 'NKGN', 'BRN', 'FEBO', 'SGMA', 'GNS', 'JDZG', 'PMCB', 'MKDW', 'INTJ', 'PEV', 'UBXG', 'OP', 'MYNA', 'SQFT', 'SOGP', 'ELWS', 'BLMZ', 'GURE', 'EJH', 'HOTH', 'ALZN', 'NIVF', 'CTHR', 'VSME', 'HSCS', 'ICON', 'SOS', 'MTEM', 'FRES', 'BDRX', 'BAOS', 'WLDS', 'SGN', 'UK', 'PRFX', 'LGHL', 'YYAI']"
2024-12-18,"['MU', 'LEN', 'GIS', 'JBL', 'BIRK', 'TTC', 'ABM', 'EPAC', 'WS', 'MLKN', 'SCS', 'MFH', 'TKLF']"
2024-12-19,"['ACN', 'NKE', 'CTAS', 'FDX', 'PAYX', 'DRI', 'FDS', 'KMX', 'CAG', 'AIR', 'BB', 'AVO', 'SCHL', 'LMNR', 'FCEL', 'ISSC', 'CVM', 'MOBX', 'CETX']"
2024-12-20,"['CCL', 'CUK', 'YPF', 'GFI', 'WPP', 'UEC', 'UGP', 'SBSW', 'WGO', 'KEN', 'EVLV', 'IMMP', 'UROY', 'IMMR', 'SJT', 'TVGN', 'BROG', 'HTCO', 'AHG', 'PPIH', 'SRL', 'COE', 'GRRR', 'CHCI', 'JYD', 'AIFU', 'RGC', 'WAI', 'YYGH', 'LUNA', 'STBX', 'BEST', 'ALTS', 'RFL', 'ARKR', 'TRSG', 'BCTX', 'DSWL', 'SWIN', 'OTLK', 'NRT', 'OKYO', 'MLEC', 'INDO', 'JOB', 'FEDU', 'CCM', 'NWGL', 'JZXN', 'VCIG', 'MOGU', 'JFU', 'HWH', 'CPOP', 'PRZO', 'KZIA', 'MHUA', 'BPT', 'GFAI', 'PSIG', 'UGRO', 'XTKG', 'MNDR', 'VINE', 'CLWT', 'MFI', 'GVH', 'XHG', 'RDHL', 'OMH', 'BREA', 'BHAT', 'TWG', 'JWEL', 'KAVL', 'AMBO', 'LITM', 'GLMD', 'APM', 'GENE', 'DGLY', 'NLSP', 'TTNP', 'LTRY', 'XYLO', 'YCBD', 'NCPL', 'TC', 'SMX']"
2024-12-23,"['AFRI', 'OCC', 'FORD']"
2024-12-24,"['HEI', 'ULS', 'MRNO', 'GLNG', 'WRD', 'SDHC', 'AIOT', 'ZJK', 'FTEL', 'LZM', 'EBF', 'RCAT', 'VZLA', 'KALV', 'RZLV', 'SATL', 'SPIR', 'ARQQ', 'FRGT', 'RITR', 'NEGG', 'HPAI', 'GTI', 'TROO', 'AXR', 'ATGL', 'RILY', 'BANX', 'SHMD', 'CHSN', 'RPT', 'ZEO', 'SPHL', 'PTLE', 'HUHU', 'FONR', 'ORMP', 'QMCO', 'USAU', 'RR', 'SCLX', 'STCN', 'LBGJ', 'STFS', 'HTLM', 'CNF', 'CCEL', 'INCR', 'SFHG', 'ANGH', 'CLEU', 'ENZ', 'AIRE', 'MTC', 'GLE', 'ORIS', 'GELS', 'HKIT', 'WNW', 'WLGS', 'GRCE', 'SOND', 'FGL', 'MTEN', 'ECDA', 'ZOOZ', 'ESGL', 'TOPS', 'WCT', 'IHT', 'SAG', 'ONMD', 'MTEK', 'STEC', 'EPOW', 'SAIH', 'ABTS', 'CLIK', 'MSS', 'GLXG', 'NVNI', 'HLP', 'NRSN', 'MGIH', 'LOBO', 'ATHE', 'ROMA', 'SWAG', 'SEED', 'MMA', 'SKK', 'SPPL', 'SYNX', 'SVMH', 'XELB', 'PC', 'INHD', 'ABVE', 'QMMM', 'IMRN', 'JBDI', 'PETZ', 'NCI', 'CJET', 'CANF', 'WBUY', 'RYDE', 'LICN', 'GSIW', 'SPI', 'HTOO', 'ATIF', 'RGF', 'QNTM', 'KRKR', 'ZAPP', 'NTRP', 'JXJT', 'SNTG', 'VVPR', 'BNRG', 'GV', 'UPXI', 'ONCO', 'IFBD', 'CHEK', 'NUKK', 'PLRZ', 'BACK', 'ADD', 'SONN', 'BQ', 'TANH', 'SPRC']"
2024-12-25,[]
2024-12-26,"['GGAL', 'DJCO', 'IH', 'SWVL', 'PMEC', 'RETO', 'KUKE', 'PT', 'BLIN', 'ANTE', 'LKCO']"
2024-12-27,"['TLSA', 'AGMH', 'SIF', 'CTXR', 'IMTE', 'UOKA']"
2024-12-30,['AMTD']
2024-12-31,"['ELLO', 'EDTK']"
2025-01-01,[]
2025-01-02,"['LW', 'CALM', 'UNF', 'LNN', 'KRUS', 'SLP', 'RDUS', 'FC', 'RGP', 'BDL']"
2025-01-03,"['GBX', 'ANGO', 'HURC']"
2025-01-06,"['JEF', 'CMC', 'HELE', 'ACCD', 'GLYC', 'EEIQ']"
2025-01-07,"['RPM', 'ACI', 'SNX', 'MSM', 'WDFC', 'AZZ', 'NEOG', 'APOG', 'TLRY', 'PENG', 'ETWO', 'AEHR', 'SAR', 'PKE', 'CAMP', 'VOXX']"
2025-01-08,"['KBH', 'RELL', 'TAYD', 'RMCF', 'STAF']"
2025-01-09,"['INFY', 'STZ', 'AYI', 'WBA', 'SMPL', 'PSMT', 'BBCP', 'NTIC', 'PAVS', 'AXIL', 'EDUC']"
2025-01-10,"['UNH', 'BLK', 'DAL', 'WIT', 'UNTY', 'PCYO', 'PLG', 'LEXX', 'LEDS']"
2025-01-13,['TRX']
2025-01-14,"['HDB', 'IBKR', 'PNFP', 'HWC', 'FULT', 'PRGS', 'WAFD', 'FBK', 'APLD', 'NIC', 'BFC', 'MBWM', 'CVGW', 'GNTY', 'AMLI', 'RTC', 'FNGR', 'ANIX', 'SOTK', 'LOOP', 'JCTC', 'BMRA', 'PAPL', 'VMAR']"
2025-01-15,"['JPM', 'WFC', 'GS', 'SCHW', 'C', 'PLD', 'KMI', 'BK', 'DFS', 'AA', 'WTFC', 'SNV', 'FUL', 'CTBI', 'NVEC', 'PLBC', 'GMGI', 'UNB', 'WMPN', 'IMG']"
2025-01-16,"['TSM', 'BAC', 'MS', 'PNC', 'USB', 'MTB', 'PPG', 'JBHT', 'FHN', 'CBSH', 'HOMB', 'FNB', 'OZK', 'BANF', 'TCBI', 'INDB', 'BANR', 'WNS', 'WABC', 'OCFC', 'MCB', 'IIIN', 'FPH', 'SFST', 'SIFY', 'DIT', 'KWE']"
2025-01-17,"['TFC', 'SLB', 'TRV', 'FAST', 'STT', 'HBAN', 'RF', 'CFG', 'ALLY', 'WRLD', 'HIFS', 'ATLO']"
2025-01-20,[]
2025-01-21,"['PG', 'NFLX', 'SAP', 'ISRG', 'GE', 'TXN', 'RTX', 'LMT', 'IBN', 'MMM', 'CNI', 'PCAR', 'DHI', 'BKR', 'UAL', 'FITB', 'BRO', 'ERIC', 'SYF', 'STLD', 'KEY', 'UMC', 'EWBC', 'MMYT', 'LOGI', 'WBS', 'ZION', 'AGNC', 'IVZ', 'ONB', 'GATX', 'LRN', 'AUB', 'AGYS', 'CBU', 'PRK', 'BOH', 'IBTX', 'NBTB', 'WSBC', 'TFIN', 'RNST', 'TRMK', 'EFSC', 'NWBI', 'NBHC', 'SASR', 'VBTX', 'BUSE', 'QCRH', 'KARO', 'FOR', 'PEBO', 'PFC', 'MCBS', 'CFB', 'BFST', 'FCBC', 'HAFC', 'CVLG', 'GSBC', 'ORRF', 'TRST', 'CCBG', 'SMBK', 'CCNE', 'GCBC', 'BHB', 'CBNK', 'RBB', 'HBCP', 'SSBK', 'TSBK', 'OVLY', 'FVCB', 'WNEB', 'BVFL', 'PEBK', 'MNSB', 'EBMT', 'LSB', 'ASRV', 'RFIL']"
