ticker,pe_ratio,combinedrank
ATXG,0.0,1116.0
BB,0.0,1117.0
DSGX,62.91,1118.0
ADTN,0.0,1119.0
KFFB,0.0,1119.0
ROST,19.72,1121.0
AUUD,0.0,1122.0
SSBK,8.8,1123.0
CLSD,0.0,1124.0
TSE,0.0,1124.0
LZ,58.88,1126.0
GLBE,0.0,1127.0
PMD,0.0,1128.0
NFBK,15.74,1129.0
MITK,100.67,1130.0
INKT,0.0,1130.0
DFS,10.31,1132.0
EWBC,10.79,1133.0
RBLX,0.0,1134.0
GWW,25.15,1135.0
WSBF,13.59,1135.0
TXNM,20.25,1137.0
ONIT,8.43,1138.0
NEPH,0.0,1139.0
ESE,37.91,1140.0
NI,24.43,1141.0
PMN,0.0,1142.0
SENEA,15.83,1142.0
NATH,16.14,1142.0
HOVR,2.44,1145.0
CFG,13.53,1146.0
AZO,23.97,1147.0
GAME,0.0,1148.0
RVLV,32.26,1149.0
NRXS,0.0,1150.0
NEXA,0.0,1151.0
WDH,12.75,1152.0
SGLY,0.0,1152.0
RKDA,0.0,1154.0
FTDR,12.48,1155.0
HMY,0.0,1155.0
TREE,0.0,1157.0
INTA,0.0,1158.0
OPRA,9.0,1159.0
RMBI,14.95,1160.0
SHAK,394.09,1161.0
WINA,29.61,1161.0
HWKN,26.79,1163.0
MLI,14.99,1164.0
COUR,0.0,1165.0
CFFI,12.24,1166.0
MMM,20.04,1167.0
ADTX,0.0,1167.0
AME,29.67,1169.0
LPLA,23.82,1170.0
ADPT,0.0,1171.0
ACON,0.0,1172.0
LI,28.17,1173.0
CLPT,0.0,1174.0
SJ,2.19,1174.0
CUE,0.0,1176.0
TSAT,8.86,1177.0
GCI,0.0,1178.0
NSTS,0.0,1178.0
IVP,0.0,1180.0
PAR,0.0,1180.0
CVLT,42.57,1182.0
VFS,0.0,1183.0
CAE,0.0,1183.0
HBT,10.34,1185.0
FBIO,0.0,1186.0
DALN,0.0,1187.0
BANF,17.02,1188.0
XYF,3.33,1189.0
QBTS,0.0,1190.0
FI,41.15,1190.0
KNX,61.0,1192.0
XGN,0.0,1193.0
HSDT,0.0,1193.0
RKLB,0.0,1195.0
IOT,0.0,1196.0
BMI,46.48,1197.0
VIRX,0.0,1198.0
HNVR,19.85,1199.0
LVO,0.0,1199.0
LH,26.73,1201.0
KWE,0.0,1202.0
PTPI,0.0,1203.0
TAL,73.53,1204.0
MA,38.62,1205.0
ASIX,14.48,1206.0
KW,0.0,1207.0
SDGR,0.0,1208.0
OPTT,0.0,1209.0
SKYT,0.0,1210.0
SIBN,0.0,1210.0
KORE,0.0,1212.0
LNT,23.62,1213.0
GWRE,0.0,1214.0
CLVT,0.0,1214.0
ACT,7.77,1214.0
TTMI,41.91,1214.0
VTYX,0.0,1218.0
HYFM,0.0,1219.0
SMLR,7.91,1220.0
AES,5.55,1221.0
CF,11.36,1222.0
NCNA,0.0,1223.0
AEI,0.0,1224.0
BK,14.45,1225.0
GEO,153.0,1225.0
SMBC,11.71,1227.0
CYBR,4953.71,1227.0
MO,8.87,1227.0
IRDM,29.0,1230.0
V,34.22,1231.0
CART,24.64,1232.0
XEL,20.38,1233.0
RMTI,0.0,1234.0
CHWY,35.52,1234.0
FSI,16.21,1236.0
CFFN,14.74,1237.0
U,0.0,1238.0
RBBN,0.0,1238.0
UAN,13.19,1240.0
BIPC,inf,1241.0
RICK,81.41,1242.0
TV,0.0,1242.0
BPTH,0.0,1244.0
DTM,27.57,1245.0
DT,31.02,1246.0
CME,27.56,1246.0
NTNX,0.0,1248.0
BTAI,0.0,1248.0
PRPO,0.0,1250.0
ITRM,0.0,1251.0
APDN,0.0,1252.0
HAS,21.96,1253.0
RBCAA,12.41,1253.0
PPBI,13.26,1255.0
MCRI,16.4,1256.0
LDOS,14.59,1257.0
ADIL,0.0,1258.0
TRMK,9.33,1259.0
MYRG,67.76,1260.0
CSBR,0.0,1261.0
VRT,69.59,1262.0
VBTX,12.55,1263.0
BY,9.67,1264.0
LIPO,0.0,1265.0
HIVE,0.0,1266.0
MIST,0.0,1267.0
ONDS,0.0,1268.0
RBA,49.19,1269.0
CRK,0.0,1270.0
BLTE,0.0,1271.0
UONE,0.0,1272.0
TPET,0.0,1273.0
Z,0.0,1273.0
MG,23.28,1273.0
BRBR,33.05,1276.0
PRDO,11.13,1277.0
DUOL,162.86,1278.0
MERC,0.0,1279.0
BIVI,0.0,1280.0
ALRS,18.22,1281.0
GRWG,0.0,1282.0
GNPX,0.0,1283.0
PLG,0.0,1284.0
NKGN,0.0,1285.0
ASPI,0.0,1286.0
ALLE,18.73,1287.0
AENT,28.92,1287.0
EPAC,26.43,1287.0
AIRG,0.0,1290.0
RGNX,0.0,1291.0
TSVT,0.0,1292.0
AOUT,0.0,1293.0
APYX,0.0,1294.0
AWK,26.31,1295.0
RITM,7.08,1295.0
TGL,0.0,1297.0
LSBK,18.37,1298.0
NMRK,35.94,1299.0
GATE,inf,1300.0
TGB,13.05,1301.0
AYI,19.68,1302.0
SNGX,0.0,1303.0
CCK,25.33,1304.0
USAC,37.62,1305.0
AIT,23.15,1305.0
OMCL,129.19,1307.0
APPS,0.0,1308.0
MLAB,0.0,1309.0
SCPX,0.0,1310.0
COF,15.05,1311.0
XXII,0.0,1312.0
AVGR,0.0,1312.0
SBCF,18.24,1314.0
DSP,101.75,1315.0
JCI,31.74,1316.0
MELI,54.84,1317.0
RYAN,103.9,1318.0
YQ,0.0,1319.0
SBH,5.09,1319.0
AUR,0.0,1321.0
CLBT,0.0,1322.0
URG,0.0,1323.0
ANGI,20.0,1324.0
IPAR,23.62,1325.0
VFF,0.0,1326.0
TNON,0.0,1327.0
MSC,0.0,1328.0
MGRX,0.0,1329.0
FCAP,10.78,1330.0
ZTEK,0.0,1331.0
FRHC,25.42,1332.0
COEP,0.0,1333.0
ORLY,33.03,1333.0
NET,0.0,1333.0
IBM,37.96,1336.0
APO,19.8,1337.0
RGS,0.46,1338.0
LIDR,0.0,1338.0
CSCO,26.47,1340.0
CELU,0.0,1340.0
MCK,30.51,1342.0
NBBK,17.64,1343.0
FOSL,0.0,1344.0
LGND,0.0,1345.0
JG,0.0,1346.0
SOPH,0.0,1347.0
KRMD,0.0,1348.0
PMTS,17.56,1349.0
ALEX,20.64,1350.0
RSG,36.19,1350.0
FTK,47.89,1352.0
SOUN,0.0,1353.0
IBOC,9.59,1354.0
LSPD,0.0,1355.0
SIDU,0.0,1356.0
OPY,9.6,1356.0
TTI,4.16,1358.0
LAD,10.28,1359.0
INGN,0.0,1360.0
ASAN,0.0,1361.0
TRML,0.0,1361.0
DY,20.09,1363.0
SPFI,11.27,1364.0
WH,25.11,1365.0
LAUR,0.0,1366.0
CASY,32.85,1367.0
SBSI,10.02,1368.0
EQT,134.33,1368.0
ATLC,15.31,1368.0
GNLX,0.0,1371.0
ES,26.67,1372.0
MDV,63.76,1373.0
VRAR,0.0,1374.0
DUOT,0.0,1375.0
VRNA,0.0,1376.0
HITI,0.0,1377.0
HOFV,0.0,1378.0
TSQ,0.0,1379.0
FRGE,0.0,1380.0
IRTC,0.0,1381.0
STOK,0.0,1382.0
TGTX,299.21,1382.0
TVTX,0.0,1382.0
GOCO,0.0,1385.0
GTLB,0.0,1386.0
HESM,17.48,1386.0
IDA,21.21,1388.0
MOLN,0.0,1389.0
BKNG,26.52,1390.0
AVDL,0.0,1391.0
BNT,173.06,1392.0
PB,13.94,1393.0
TWO,6.55,1394.0
HUBS,6646.89,1395.0
TPST,0.0,1396.0
GNE,14.22,1396.0
AJG,51.29,1398.0
ARTL,0.0,1399.0
MIRA,0.0,1400.0
SGHC,116.33,1401.0
OPFI,21.09,1402.0
OPK,0.0,1403.0
TIGR,44.3,1404.0
RSKD,0.0,1405.0
CTKB,0.0,1406.0
NITO,0.0,1407.0
CDNS,66.97,1408.0
VNCE,5.27,1408.0
SRBK,193.33,1410.0
MPTI,19.0,1411.0
CTLP,38.25,1412.0
CCU,20.27,1413.0
OGI,0.0,1413.0
RYTM,0.0,1415.0
AZ,0.0,1416.0
OABI,0.0,1417.0
SLAB,0.0,1418.0
JXN,7.36,1419.0
ROKU,0.0,1420.0
GILD,286.14,1421.0
CNSP,0.0,1422.0
WAL,10.79,1423.0
CASH,10.67,1423.0
BATL,0.0,1425.0
GDYN,408.75,1425.0
BETR,0.0,1427.0
MCRB,8.13,1428.0
MBI,0.0,1429.0
MPAA,0.0,1430.0
ABCB,11.02,1430.0
PRA,22.57,1432.0
SNA,16.92,1433.0
GRMN,28.55,1434.0
YOSH,0.0,1435.0
LEU,16.84,1436.0
CTGO,0.0,1437.0
PECO,70.52,1438.0
RACE,48.53,1439.0
BBSI,20.64,1440.0
RVPH,0.0,1441.0
UXIN,0.0,1442.0
AMBA,0.0,1443.0
MNDY,645.27,1444.0
MRIN,0.0,1445.0
MTG,8.18,1446.0
VNO,965.75,1447.0
CMCSA,8.8,1448.0
FPAY,0.0,1448.0
SEZL,17.71,1448.0
ESQ,19.37,1451.0
COOP,10.37,1452.0
JYNT,0.0,1453.0
WELL,94.8,1454.0
RAVE,15.39,1455.0
HYPR,0.0,1456.0
SPGI,40.26,1457.0
MCB,9.31,1458.0
NESR,19.05,1459.0
TBRG,0.0,1460.0
NETD,37.86,1461.0
SYRS,0.0,1462.0
BDN,0.0,1463.0
BCPC,41.58,1464.0
GSBC,10.86,1465.0
EYE,0.0,1466.0
IKT,0.0,1467.0
SSY,7.29,1468.0
PBFS,16.37,1469.0
NUWE,0.0,1470.0
IP,33.31,1470.0
CHTR,10.37,1472.0
BJ,27.16,1473.0
FULC,0.0,1474.0
IMUX,0.0,1475.0
DAY,524.0,1476.0
NVNO,0.0,1477.0
COLB,9.69,1478.0
AVB,27.87,1478.0
SMMT,0.0,1480.0
PPL,28.91,1481.0
BRTX,0.0,1481.0
ESAB,27.87,1483.0
CEAD,0.0,1484.0
PAYX,30.57,1485.0
WW,0.0,1486.0
FOX,12.28,1487.0
ASR,11.25,1488.0
GPI,10.78,1489.0
CIEN,285.35,1490.0
DGLY,0.0,1491.0
CTVA,47.93,1492.0
RBC,45.82,1493.0
FTCI,0.0,1493.0
PSTV,0.0,1495.0
AXP,19.33,1496.0
EBTC,12.56,1497.0
OPRT,0.0,1498.0
LTM,21.59,1499.0
CRON,18.2,1500.0
GLNG,0.0,1501.0
BRBS,0.0,1502.0
ANIX,0.0,1503.0
CLH,26.67,1504.0
CPAY,25.24,1505.0
ARMP,0.0,1506.0
KTOS,288.18,1507.0
RELY,0.0,1508.0
STN,35.9,1508.0
LNG,16.18,1510.0
CCB,28.63,1511.0
UAMY,0.0,1512.0
NAOV,0.0,1512.0
CWD,0.0,1514.0
LFMD,0.0,1514.0
IFS,18.59,1514.0
AN,9.78,1517.0
MIDD,19.48,1518.0
XBIO,0.0,1519.0
TRC,146.09,1520.0
DRVN,0.0,1521.0
OUT,11.03,1522.0
STTK,0.0,1522.0
RLX,49.75,1524.0
UHS,10.61,1524.0
NVCT,0.0,1526.0
DOCU,18.03,1527.0
NGVT,0.0,1528.0
ATI,20.5,1529.0
CB,12.95,1530.0
IAS,39.09,1530.0
VTOL,10.0,1532.0
EPAM,21.97,1533.0
BEAT,0.0,1534.0
IONQ,0.0,1535.0
VRSK,42.94,1536.0
SWTX,0.0,1536.0
THM,0.0,1538.0
BRAG,0.0,1539.0
WSM,28.77,1540.0
CCRD,31.0,1540.0
ORI,14.36,1542.0
PKST,0.0,1543.0
MFH,0.0,1544.0
RMBL,0.0,1545.0
GRI,0.0,1546.0
CNM,22.77,1547.0
RDW,0.0,1547.0
FSS,21.62,1549.0
ULTA,20.16,1549.0
GIB,17.85,1551.0
JD,13.6,1552.0
DE,21.14,1552.0
TNYA,0.0,1554.0
GIL,18.4,1555.0
EXPE,19.13,1556.0
TZOO,17.26,1557.0
DGII,30.45,1558.0
ELA,22.67,1559.0
WRLD,8.74,1560.0
HSIC,23.17,1561.0
CNP,22.62,1562.0
MMSI,49.89,1563.0
EDN,6.22,1564.0
MCO,40.8,1565.0
AMH,33.77,1566.0
GREE,0.0,1567.0
FNB,10.75,1568.0
HALO,18.75,1569.0
INLX,0.0,1570.0
WCC,12.62,1571.0
KKR,35.05,1572.0
INO,0.0,1573.0
OCUL,0.0,1574.0
CYCC,0.0,1575.0
KHC,13.15,1576.0
SLRX,0.0,1577.0
ZVIA,0.0,1577.0
SFST,17.54,1579.0
MCD,26.95,1580.0
KVHI,0.0,1581.0
COST,52.27,1582.0
NYMT,0.0,1583.0
AKTX,inf,1584.0
WTW,0.0,1585.0
NCTY,0.0,1586.0
WM,33.37,1587.0
XNET,22.04,1588.0
RMCF,0.0,1589.0
PETS,404.0,1590.0
INFU,94.17,1591.0
DDS,9.75,1592.0
DRD,inf,1593.0
BN,114.36,1594.0
FUNC,12.71,1595.0
JFIN,4.01,1596.0
DMYY,0.0,1597.0
AUPH,166.4,1598.0
YYAI,0.0,1599.0
QCRH,10.83,1600.0
TOI,0.0,1600.0
JPM,12.11,1602.0
FTS,19.17,1603.0
HEPA,0.0,1604.0
PTON,0.0,1604.0
DGX,21.65,1606.0
AIMD,0.0,1607.0
LPCN,0.0,1608.0
ALEC,0.0,1609.0
BWMN,0.0,1610.0
KRC,19.53,1610.0
SRRK,0.0,1612.0
INDP,0.0,1613.0
UGI,6.64,1614.0
DRI,32.46,1615.0
BFRI,0.0,1616.0
CHKP,44.32,1617.0
NPO,50.28,1618.0
CRH,19.4,1619.0
BRX,23.4,1620.0
ICMB,9.79,1621.0
MGIC,19.2,1621.0
ROAD,71.18,1621.0
NRG,20.33,1624.0
XMTR,0.0,1625.0
DHT,11.13,1626.0
LNN,20.53,1627.0
PHUN,0.0,1628.0
UTHR,12.75,1629.0
MYSZ,0.0,1630.0
TOVX,0.0,1631.0
BIAF,0.0,1632.0
BBLG,0.0,1633.0
CCO,0.0,1633.0
CGC,0.0,1635.0
RUSHB,15.0,1636.0
AWH,0.0,1637.0
WAVE,0.0,1638.0
CERT,0.0,1639.0
RDVT,77.18,1640.0
SMR,0.0,1641.0
QS,0.0,1642.0
SNDA,0.0,1643.0
AMBP,0.0,1644.0
PAY,114.04,1644.0
CMS,22.2,1644.0
PFS,16.16,1644.0
ASPS,0.0,1648.0
HEES,28.21,1649.0
CGEN,80.0,1650.0
ASST,0.0,1651.0
UL,inf,1652.0
IGMS,0.0,1653.0
WMB,32.65,1654.0
LEDS,0.0,1655.0
AAON,39.51,1656.0
WATT,0.0,1657.0
MIGI,0.0,1658.0
OGEN,0.0,1659.0
NERV,9.11,1660.0
IBCP,9.82,1660.0
AVA,17.62,1662.0
IMCC,0.0,1663.0
INGR,13.57,1664.0
SR,18.74,1665.0
ACXP,0.0,1666.0
PNR,23.61,1667.0
WKSP,0.0,1668.0
GFI,inf,1669.0
DRMA,0.0,1669.0
BRT,0.0,1671.0
RRX,41.87,1672.0
UP,0.0,1673.0
FSBW,7.9,1674.0
IPSC,0.0,1674.0
IT,26.12,1676.0
SNY,23.21,1676.0
QNCX,0.0,1678.0
SCNI,0.0,1679.0
TPG,0.0,1679.0
CACI,17.34,1679.0
KEYS,44.45,1682.0
OSCR,0.0,1683.0
BHR,0.0,1684.0
NPCE,0.0,1684.0
OLLI,49.63,1686.0
SHFS,1.55,1687.0
IMPP,1.98,1688.0
SPWH,0.0,1688.0
XAIR,0.0,1690.0
DRIO,0.0,1691.0
CHCO,14.9,1692.0
NCSM,29.93,1693.0
SKIN,0.0,1693.0
WLFC,14.78,1693.0
PLAG,0.0,1696.0
MGYR,10.99,1697.0
RYN,11.97,1698.0
BV,74.28,1698.0
LX,16.7,1698.0
CXW,33.67,1701.0
USAU,0.0,1701.0
TDY,28.98,1703.0
FHTX,0.0,1704.0
OPBK,8.91,1705.0
NFG,0.0,1706.0
STRT,10.89,1707.0
NXU,0.0,1708.0
BZ,45.09,1708.0
GRC,24.2,1710.0
KMX,24.3,1711.0
BHM,0.0,1712.0
LBRDK,13.74,1713.0
ACRE,0.0,1713.0
EXC,18.2,1715.0
MPLX,12.84,1716.0
FENG,0.0,1717.0
TPR,21.13,1718.0
SAND,57.17,1719.0
FLNT,0.0,1719.0
USCB,21.56,1721.0
BCS,8.68,1722.0
G,17.41,1723.0
RRC,36.61,1724.0
AX,8.57,1724.0
ZS,0.0,1726.0
FSV,57.16,1726.0
TPB,27.27,1728.0
BEEM,0.0,1729.0
FRSH,0.0,1730.0
BATRA,0.0,1731.0
ET,14.73,1732.0
PED,37.0,1732.0
HTHT,22.85,1734.0
CLDT,0.0,1734.0
ELEV,0.0,1736.0
VLY,12.77,1737.0
MGA,9.68,1738.0
JAKK,8.32,1739.0
SATL,inf,1740.0
NVVE,0.0,1741.0
LFLY,0.0,1742.0
EVTV,0.0,1743.0
YUM,30.25,1744.0
ELVN,0.0,1745.0
WTS,24.2,1746.0
CHCI,11.49,1747.0
CINF,10.07,1748.0
IVT,160.94,1749.0
MOH,15.43,1749.0
STRS,130.07,1751.0
NEE,21.11,1752.0
CCEP,45.27,1753.0
STVN,45.15,1754.0
AZTR,0.0,1755.0
GABC,13.6,1755.0
WU,3.93,1757.0
BVFL,12.96,1758.0
ADC,42.84,1759.0
CG,15.76,1760.0
CBOE,44.93,1761.0
KB,6.51,1761.0
NNDM,0.0,1763.0
CWST,481.7,1764.0
MAT,12.52,1765.0
MDWD,0.0,1765.0
CTM,0.0,1767.0
KRON,0.0,1768.0
ONB,12.72,1768.0
PCSA,0.0,1770.0
INCY,224.37,1771.0
GBCI,26.65,1772.0
ORCL,47.14,1773.0
CUZ,99.43,1774.0
INTR,16.74,1775.0
HOOK,0.0,1776.0
BWIN,0.0,1777.0
XWEL,0.0,1778.0
FLNG,10.52,1779.0
ATRO,0.0,1780.0
AYRO,0.0,1781.0
RUM,0.0,1782.0
RSLS,0.0,1783.0
TMCI,0.0,1784.0
SFNC,16.94,1785.0
OTEX,10.73,1786.0
INSG,0.0,1787.0
ETR,34.76,1788.0
PAYC,24.21,1789.0
PAYO,22.91,1790.0
AMG,11.22,1791.0
WB,6.97,1792.0
INDV,0.0,1792.0
NXT,11.44,1794.0
DEA,55.74,1795.0
PWOD,15.19,1796.0
EUDA,0.0,1797.0
HNI,15.13,1798.0
OVBC,17.77,1799.0
FEMY,0.0,1800.0
LZB,13.43,1801.0
CIVB,14.13,1802.0
ERO,81.29,1802.0
APRE,0.0,1804.0
LPTX,0.0,1805.0
PLYA,24.65,1805.0
ALXO,0.0,1807.0
AIRI,0.0,1808.0
NPK,18.81,1809.0
MTNB,0.0,1810.0
FUBO,0.0,1811.0
ITW,21.62,1812.0
FHB,13.55,1813.0
CMCT,0.0,1814.0
WBD,0.0,1815.0
GAIN,7.07,1816.0
ANVS,0.0,1817.0
RLAY,0.0,1818.0
RRBI,10.5,1819.0
GP,0.0,1819.0
AEE,22.62,1821.0
KODK,9.3,1822.0
GPN,15.76,1823.0
XP,9.94,1824.0
RYAM,0.0,1825.0
KIM,37.34,1826.0
FOLD,0.0,1827.0
MSGS,83.44,1828.0
AVPT,0.0,1829.0
RVP,0.0,1830.0
PALI,0.0,1831.0
RPRX,23.1,1832.0
ACNT,0.0,1833.0
SSTI,0.0,1834.0
LIVN,35.46,1835.0
SHW,31.85,1836.0
FBK,19.02,1837.0
BLCO,0.0,1838.0
CRWD,0.0,1839.0
SNX,16.28,1840.0
TCBI,59.07,1841.0
ITRN,14.15,1842.0
SN,35.06,1843.0
BLX,6.95,1844.0
ICUI,0.0,1845.0
BROS,192.62,1846.0
UDMY,0.0,1846.0
IRM,144.97,1848.0
CMCL,24.17,1849.0
UHT,30.01,1850.0
GEN,27.02,1851.0
MMC,28.49,1852.0
COR,38.1,1853.0
VTEX,70.57,1854.0
VRE,0.0,1855.0
FITB,12.56,1856.0
CRBU,0.0,1857.0
GNTY,21.38,1857.0
OP,0.0,1859.0
AEVA,0.0,1860.0
BIRD,0.0,1861.0
LPL,0.0,1862.0
OGE,20.57,1862.0
TEAM,0.0,1864.0
BMRC,0.0,1865.0
SATX,0.0,1866.0
SCYX,0.0,1867.0
RUSHA,14.48,1868.0
WHG,64.2,1869.0
D,20.36,1870.0
GRPN,0.0,1871.0
SHOT,0.0,1872.0
ELUT,0.0,1873.0
NWS,73.58,1874.0
NTRS,10.11,1875.0
CCL,15.25,1876.0
TERN,0.0,1877.0
ANTX,0.0,1878.0
PLD,28.02,1879.0
HCAT,0.0,1879.0
ARBK,0.0,1881.0
GLPI,17.77,1882.0
NEU,11.17,1883.0
MKTW,3.07,1884.0
AWRE,0.0,1885.0
LRFC,0.0,1886.0
LUCD,0.0,1886.0
WLY,60.15,1888.0
KT,10.21,1889.0
PM,33.81,1890.0
ICAD,0.0,1891.0
BRO,34.62,1892.0
JHG,14.68,1892.0
DTE,20.23,1894.0
CCEL,128.2,1894.0
LQDA,0.0,1896.0
WSO,37.91,1896.0
GOVX,0.0,1896.0
MSCI,40.26,1899.0
ENLT,37.01,1900.0
USFD,31.38,1901.0
TIVC,0.0,1902.0
APG,0.0,1903.0
BZUN,0.0,1904.0
VRCA,0.0,1905.0
CCCS,226.25,1906.0
PDLB,36.86,1906.0
NRIM,15.78,1908.0
KUKE,0.0,1909.0
BACK,0.0,1910.0
FATE,0.0,1911.0
NEGG,inf,1912.0
BR,36.59,1913.0
FLUX,0.0,1913.0
ARTNA,16.08,1915.0
ROL,53.83,1915.0
PHGE,0.0,1917.0
CBRL,25.37,1918.0
SNBR,0.0,1919.0
OPEN,0.0,1920.0
PCB,10.85,1921.0
OMEX,0.0,1922.0
ZWS,36.57,1923.0
AA,0.0,1924.0
UBX,0.0,1925.0
BDTX,0.0,1925.0
JKHY,31.64,1927.0
TRMB,11.61,1928.0
ALTI,0.0,1929.0
IHG,inf,1930.0
DHIL,9.26,1931.0
SLI,2.22,1932.0
HOMB,13.92,1933.0
GETY,18.25,1934.0
PDSB,0.0,1935.0
T,17.98,1936.0
PXLW,0.0,1937.0
VABK,12.43,1938.0
BCML,12.2,1939.0
PBPB,7.0,1940.0
CNTY,0.0,1941.0
EVOK,0.0,1941.0
PLYM,5.67,1943.0
CHT,26.72,1944.0
FGEN,0.0,1945.0
ECL,34.14,1946.0
EPRT,28.11,1947.0
OPAL,10.94,1948.0
CNTX,0.0,1949.0
AC,19.24,1950.0
ESGR,9.19,1950.0
PNW,18.05,1952.0
SOC,0.0,1953.0
SWX,27.65,1954.0
MAX,32.63,1955.0
BSLK,1.0,1956.0
PGC,22.22,1957.0
PHIO,0.0,1957.0
MRKR,0.0,1959.0
ACNB,11.06,1960.0
DB,17.37,1960.0
MURA,0.0,1962.0
LULU,23.43,1963.0
SKT,37.02,1964.0
KGS,65.17,1965.0
BKKT,0.0,1966.0
IRT,115.89,1967.0
SNDL,0.0,1968.0
REVG,17.86,1969.0
AIZ,14.65,1970.0
AXL,16.57,1971.0
OCGN,0.0,1972.0
DTSS,0.0,1973.0
SCM,7.97,1974.0
MAYS,0.0,1975.0
SPG,22.65,1976.0
RNST,10.66,1977.0
THAR,0.0,1978.0
EDBL,0.0,1979.0
NWL,0.0,1980.0
WWD,31.25,1981.0
FSK,9.79,1982.0
CTSH,17.12,1983.0
SNAP,0.0,1984.0
RCAT,0.0,1985.0
IMTX,0.0,1986.0
ASYS,61.25,1987.0
ILMN,0.0,1987.0
NAK,0.0,1989.0
PYXS,0.0,1990.0
SGBX,0.0,1991.0
CELZ,0.0,1991.0
SUP,0.0,1993.0
INM,0.0,1994.0
VYX,1.59,1995.0
THCH,0.0,1996.0
RVTY,48.41,1997.0
CLSK,70.45,1998.0
ENSC,0.0,1999.0
FVCB,38.67,2000.0
SMWB,0.0,2000.0
BHLB,18.23,2002.0
HCWB,0.0,2003.0
MATV,0.0,2003.0
OZK,7.19,2003.0
IDT,21.68,2006.0
PLOW,10.27,2007.0
BAND,0.0,2008.0
PRME,0.0,2009.0
AEIS,74.01,2010.0
TRNR,0.0,2011.0
CHMI,59.83,2012.0
ANEB,0.0,2013.0
APWC,4.94,2014.0
LEG,0.0,2015.0
OLO,0.0,2016.0
EXE,0.0,2017.0
ETWO,0.0,2017.0
TPH,6.62,2019.0
HCSG,19.54,2020.0
TRX,inf,2020.0
TCRT,0.0,2022.0
PRAA,11.4,2023.0
REG,33.98,2024.0
BOTJ,7.99,2025.0
LWAY,39.48,2026.0
PLSE,0.0,2026.0
KAI,35.99,2026.0
ALIT,0.0,2026.0
INVE,1.08,2026.0
COCO,37.84,2031.0
DLR,93.46,2032.0
PERF,26.71,2033.0
SKE,0.0,2034.0
FSBC,12.47,2035.0
CMA,11.76,2036.0
OFIX,0.0,2037.0
FHN,14.13,2038.0
AVAL,17.31,2039.0
FUSB,9.59,2040.0
AAPL,33.98,2041.0
VRDN,0.0,2042.0
GROV,0.0,2043.0
MNSO,18.73,2044.0
IRS,0.0,2045.0
SGHT,0.0,2045.0
PLBC,12.69,2047.0
TPC,0.0,2048.0
SYK,48.22,2049.0
INZY,0.0,2050.0
SRCE,11.51,2051.0
MDLZ,18.7,2052.0
WVE,0.0,2053.0
CAN,0.0,2054.0
FAST,37.57,2055.0
EQIX,99.62,2056.0
LTBR,0.0,2057.0
INBK,9.62,2058.0
GNLN,0.0,2059.0
MAXN,0.0,2059.0
ZETA,0.0,2061.0
SAFE,12.51,2062.0
RENT,0.0,2063.0
PEG,23.53,2063.0
SCPH,0.0,2063.0
HCI,15.58,2066.0
CRTO,21.73,2066.0
NATL,22.92,2068.0
VET,0.0,2069.0
FIVE,63.43,2070.0
XRTX,0.0,2071.0
MASI,0.0,2072.0
JBL,46.1,2072.0
AACT,101.73,2074.0
SPRY,0.0,2075.0
TRTX,11.33,2076.0
ATOM,0.0,2077.0
HBM,36.17,2078.0
GL,10.76,2079.0
BKD,0.0,2080.0
BTCT,0.0,2081.0
BNR,0.0,2082.0
ACN,32.39,2083.0
CODA,24.94,2084.0
KZR,0.0,2085.0
BKH,15.41,2086.0
AFMD,0.0,2087.0
ECBK,38.82,2088.0
FR,25.22,2089.0
NFGC,0.0,2090.0
ACHR,0.0,2091.0
MLEC,0.0,2092.0
AXTI,0.0,2093.0
MLCO,0.0,2094.0
PAGS,6.97,2095.0
HDB,19.37,2096.0
GRND,0.0,2097.0
OFG,9.53,2098.0
ARMN,228.0,2099.0
HAFC,10.78,2100.0
SPCE,0.0,2100.0
CBNK,12.4,2102.0
PYPD,0.0,2103.0
MTSI,0.0,2103.0
AUID,0.0,2105.0
FOXO,0.0,2105.0
CNX,0.0,2107.0
BBVA,7.83,2108.0
MNTS,0.0,2108.0
BTE,10.43,2110.0
AER,9.68,2111.0
QURE,0.0,2112.0
CFBK,16.06,2113.0
DWSN,0.0,2114.0
CHPT,0.0,2114.0
GPOR,0.0,2116.0
UBSI,12.67,2117.0
CLRC,inf,2118.0
JNVR,0.0,2118.0
VSAT,0.0,2120.0
VIOT,0.0,2121.0
CMPO,0.0,2122.0
OMF,11.79,2123.0
KMDA,25.58,2124.0
UROY,inf,2125.0
CZFS,10.22,2126.0
PSHG,1.04,2127.0
ADAP,0.0,2128.0
GOLF,19.9,2129.0
ROK,32.14,2130.0
DAWN,0.0,2131.0
RNW,124.8,2132.0
TSBX,0.0,2133.0
FBP,10.15,2134.0
OCS,0.0,2134.0
CWEN,40.05,2136.0
PPBT,0.0,2137.0
EEX,0.0,2138.0
SKWD,17.25,2138.0
PEN,827.44,2140.0
AEYE,0.0,2140.0
SFBC,47.93,2142.0
ASRT,0.0,2143.0
M,6.49,2144.0
RPM,22.54,2145.0
KPTI,0.0,2146.0
BAC,13.19,2147.0
DBVT,0.0,2148.0
RYAAY,14.37,2148.0
OTLK,0.0,2150.0
SDOT,4.71,2150.0
UPBD,11.14,2152.0
ENTO,0.0,2152.0
MBCN,19.77,2154.0
